Hotel_Name,Review_ID,Author,Date,Classification,Quote_Text
 Golden Age Hotel, GO_P2_R5,Unknown Author,N/A,Positive,"The breakfast was fantastic 
The location was nice
The staff were helpful 
Perfect wifi"
 Golden Age Hotel, GO_P2_R5,Unknown Author,N/A,Negative,"I was there during Christmas time and it was noisy, especially that there is no Ac in the rooms and you need to open the window at night. 
Bathroom Towels were extremely outdated."
 Golden Age Hotel, GO_P2_R6,Unknown Author,N/A,Positive,"Breakfast, staff, location, clean rooms. Fast check in and out."
 Golden Age Hotel, GO_P2_R6,Unknown Author,N/A,Negative,Rooms a bit noisy
 Golden Age Hotel, GO_P2_R7,Unknown Author,N/A,Positive,"Well maintained hotel. Okay room size for hotel in Istanbul. Breakfast is great with a lot of varieties , rarely to find such breakfast for the price i paid. Helpful staff."
 Golden Age Hotel, GO_P2_R7,Unknown Author,N/A,Negative,The rooms are not sound proof. Even windows dont close tightly. You can feel the wind coming from windows. And you can hear each low or high noise from the corridors. Consider changing your flooring to carpet will take the room to next level.
 Golden Age Hotel, GO_P2_R8,Unknown Author,N/A,Positive,"The staff was super friendly on arrival and the best thing was even after our stay they were the same and so helpful and friendly, appreciate it. 
The location was great too as its few mins away from taksim’s meydan."
 Golden Age Hotel, GO_P2_R9,Unknown Author,N/A,Positive,Prime location. Breakfast was good
 Golden Age Hotel, GO_P2_R10,Unknown Author,N/A,Positive,"Location
Staff
Clean"
 Golden Age Hotel, GO_P2_R11,Unknown Author,N/A,Positive,"- speed of service
- internet
- breakfast 
- Location"
 Golden Age Hotel, GO_P2_R11,Unknown Author,N/A,Negative,"- smelly reception
- towels were extremely worn down"
 Golden Age Hotel, GO_P2_R12,Unknown Author,N/A,Positive,"Very nice location, very rich breakfast"
 Golden Age Hotel, GO_P2_R12,Unknown Author,N/A,Negative,Staff in Restaurant was not ok
 Golden Age Hotel, GO_P2_R13,Unknown Author,N/A,Positive,"- Perfect location
- Great staff and service, offered us breakfast as we arrived early before check-in time
- Breakfast is varied
- Baggage storage before check-in and after check-out"
 Golden Age Hotel, GO_P2_R13,Unknown Author,N/A,Negative,"- The ""view"" from the room
- Room gets hot even though heater is not turned on (maybe because adjacent rooms had their heater on), and cooling didn't seem to function
- Bathroom a bit tight
- Not sound proof, we can hear people talking"
 Golden Age Hotel, GO_P2_R14,Unknown Author,N/A,Positive,"Great location, good service, value for money"
 Golden Age Hotel, GO_P2_R15,Unknown Author,N/A,Positive,"Bell boy Hakim went out of his way to ensure we had everything we needed for our stay. He used his initiative to catch a taxi for us and bartered with the driver on our behalf. He ensured our luggage was safe while we were away for 3 nights. Excellent. Thank you. 
Guest Relations Manager Kubra was attentive to detail and spent time with guests, again very open to supporting with any issues raised.
Front desk staff Burak tried his best to support with issues, even at 2AM. He greeted me with a smile and explored various options to help.
Night Manager Rafik has a wealth of experience in running the hotel. He was supportive also.
All of the above was implemented through the guidance, tutelage and support of Day Manager Yunus Bey. Nothing was too difficult for him. He went above and beyond in supporting me with some small issues. When I return to Istanbul from UK, I will be sure to return to Golden Age Hotel, purely due to the excellent service I received from Yunus Bey. He welcomed us and cared for us like family, and extended his generosity to us and went out of his way to ensure our stay was memerable. Thank you very much for this.
The location of the hotel was perfect also - 2 mins walk from Taksim square, Metro station and automated metro connecting to tram service. 5 mins walk from Havaist bus stop for connections to and from IST and SAW airports. 
I would be sure to recommend this hotel to all readers, family and friends."
 Golden Age Hotel, GO_P2_R15,Unknown Author,N/A,Negative,Nothing
 Golden Age Hotel, GO_P2_R16,Unknown Author,N/A,Positive,"Breakfast was very good , room size very bad , not so much clean"
 Golden Age Hotel, GO_P2_R17,Unknown Author,N/A,Positive,Location
 Golden Age Hotel, GO_P2_R17,Unknown Author,N/A,Negative,Staff
 Golden Age Hotel, GO_P2_R18,Unknown Author,N/A,Positive,Location. And breakfast
 Golden Age Hotel, GO_P2_R18,Unknown Author,N/A,Negative,Small room
 Golden Age Hotel, GO_P2_R19,Unknown Author,N/A,Positive,"The staff were quite nice, they even provided us with free ironing service, the breakfast was great, and the location was spectacular. Overall good value for money."
 Golden Age Hotel, GO_P2_R19,Unknown Author,N/A,Negative,"The room and the bed were a bit small, but it was ok."
 Golden Age Hotel, GO_P2_R20,Unknown Author,N/A,Positive,Breakfast was fresh and had a good variety. The room was clean and comfortable. The location was a 5 min walk from Taksim square. The staff were mostly obliging.
 Golden Age Hotel, GO_P2_R21,Unknown Author,N/A,Positive,"I liked everything, especially the staff. Erdi was EXCELLENT and Hakim too.
I was impressed with staff and location."
 Golden Age Hotel, GO_P2_R21,Unknown Author,N/A,Negative,"My only issue was there was not a lot of breakfast options for me at all. I ended up eating eggs and fruit everyday. I dont eat bread, dairy or gluten.
Also, 730 too late to start breakfast!"
 Golden Age Hotel, GO_P2_R22,Unknown Author,N/A,Positive,Location
 Golden Age Hotel, GO_P2_R22,Unknown Author,N/A,Negative,They need to get the tourist board to equip them with a range of multi language tourist information.  They have some but it’s not nearly enough.  I’m sure it would be a free service if the just ask.
 Golden Age Hotel, GO_P2_R23,Unknown Author,N/A,Positive,Location and breakfast and staff behaviour are good
 Golden Age Hotel, GO_P2_R23,Unknown Author,N/A,Negative,"I reserved a room beside quite street but the street was so noisy and window couldn't control it , also room service not good most of the time I had to ask water or extra sheet"
 Golden Age Hotel, GO_P2_R24,Unknown Author,N/A,Positive,The manger is very nice and u love you’re work thank you mr ERDI
 Golden Age Hotel, GO_P2_R24,Unknown Author,N/A,Negative,Good
 Golden Age Hotel, GO_P2_R25,Unknown Author,N/A,Positive,Everything met my expectations. Good location. Relaxing pool. Clean hotel.
 Golden Age Hotel, GO_P2_R25,Unknown Author,N/A,Negative,Breakfast can be better. Omelet was nice.
 Golden Age Hotel, GO_P3_R1,Unknown Author,N/A,Positive,location is perfect.
 Golden Age Hotel, GO_P3_R1,Unknown Author,N/A,Negative,"1 staff behaviour but all others good, average breakfast , lift sensor does not work."
 Golden Age Hotel, GO_P3_R2,Unknown Author,N/A,Positive,Only the location
 Golden Age Hotel, GO_P3_R2,Unknown Author,N/A,Negative,I asked for a big king size bed but i was given two small beds
 Golden Age Hotel, GO_P3_R3,Unknown Author,N/A,Positive,Good location and fast service
 Golden Age Hotel, GO_P3_R3,Unknown Author,N/A,Negative,"The rooms do not match the photos, they are very small in reality 
Reception staff not smiling and not friendly"
 Golden Age Hotel, GO_P3_R4,Unknown Author,N/A,Positive,"Everything is clean , they come to check every morning , breakfast also was good"
 Golden Age Hotel, GO_P3_R4,Unknown Author,N/A,Negative,"2 rooms next to us were sooo nosy , and screaming at 02 am which was annoying for us , and we called the reception but they didn’t stop disturbing people on that Floor , but overall the hotel was nice"
 Golden Age Hotel, GO_P3_R5,Unknown Author,N/A,Positive,Good hotel
 Golden Age Hotel, GO_P3_R5,Unknown Author,N/A,Negative,Non
 Golden Age Hotel, GO_P3_R6,Unknown Author,N/A,Negative,"Unfortunately we had a bad experience while staying at the hotel. Another customer entered our room in the middle of the night, because apparently they had given us the wrong room. I think they could have handled the issue in a better way, after all it was not our fault. Other than that the facilities and breakfast served were very good."
 Golden Age Hotel, GO_P3_R7,Unknown Author,N/A,Positive,Really it’s a bad idea to book in this hotel
 Golden Age Hotel, GO_P3_R7,Unknown Author,N/A,Negative,Very noisy and not comfortable
 Golden Age Hotel, GO_P3_R8,Unknown Author,N/A,Positive,Everything
 Golden Age Hotel, GO_P3_R9,Unknown Author,N/A,Negative,"Upon arrival, I was assigned a room where the lighting was inadequate and the refrigerator was non-functional. Although these issues were addressed after I reported them, I still opted to upgrade to a larger room for an additional fee, hoping for a more comfortable stay.​
For the new room, I specifically requested the staff to verify that the refrigerator was working, and they confirmed it was working. However, after two days, I discovered that the refrigerator had malfunctioned, resulting in all my stored food spoiling and needing to be discarded.
Overall Impression: These recurring issues with room amenities, despite staff assurances, led to significant inconvenience and additional expenses during my stay.​"
 Golden Age Hotel, GO_P3_R10,Unknown Author,N/A,Positive,The location
 Golden Age Hotel, GO_P3_R10,Unknown Author,N/A,Negative,"Rooms are over priced. Very small rooma and you can hear all sounds coming from other rooms.
There was a bad smell in coridors , i had an issue in the wifi in my room. It took 3 days until they respond and fix it. Also one day the water cut out to the room and when it came back again it  came dirty"
 Golden Age Hotel, GO_P3_R11,Unknown Author,N/A,Positive,The location
 Golden Age Hotel, GO_P3_R11,Unknown Author,N/A,Negative,"The staff were very rude, the room cleaning if it considered cleaning they just empty the trash cans and make the beds breakfast was okay the lobby smells really bad"
 Golden Age Hotel, GO_P3_R12,Unknown Author,N/A,Negative,"The hotel asked us to pay for breakfast, even though I had already paid for 5 days in advance"
 Golden Age Hotel, GO_P3_R13,Unknown Author,N/A,Positive,Breakfast
 Golden Age Hotel, GO_P3_R13,Unknown Author,N/A,Negative,"Not clean
Very noisy room and location 
Very bad and poor service 
Old and damaged furniture"
 Golden Age Hotel, GO_P3_R14,Unknown Author,N/A,Positive,Very good
 Golden Age Hotel, GO_P3_R14,Unknown Author,N/A,Negative,excellent
 Golden Age Hotel, GO_P3_R15,Unknown Author,N/A,Positive,"Appreciate the early check in, and the breakfast was good, guest relation"
 Golden Age Hotel, GO_P3_R15,Unknown Author,N/A,Negative,"Poor service, under renovation , rude staff on the phone, I had no towels for the entire stay, on the third day I called the reception three times waited 40 minutes to get a shower, and the receptionist hung up the phone on my after shouting (WAIT TWO MORE MINUTES!). The last day there was no water to shower, I went to guest relation and talked to that polite lady about all these issues, and all she offered was late check out at 2:00 pm!! I assured her that I don’t need it I just want to take a shower and leave, and that is what I did when the water came back, I may understand the staff attitude , as they might be under pressure for too much complains, but I blame the owner and the management, they should not put their staff in such embarrassment situation"
 Golden Age Hotel, GO_P3_R16,Unknown Author,N/A,Positive,Just the proximity to Taksim square
 Golden Age Hotel, GO_P3_R16,Unknown Author,N/A,Negative,"Staff is rude and not welcoming, the rooms are stuffy and stinky. Staff does not co-operate at all.
Condition of the rooms is very very bad. 
The first room we were allocated (a free upgrade that we never asked for) had a very foul stink. They changed the room and the floor of this one was not uniform, the floor had blown like a ballon near the bed, made us trip a few times. 
Breakfast spread is not that great. 
The staff does not know what the food item is when asked.
No one smiles and you feel there’s some kind of stress on the floor.
The whole hotel has some kind of dirty stink.
Swimming pool is open only from 11am-6pm which happens to be to the sightseeing time. Don’t know why they have it open when the timing does not seem feasible.
The changed room was missing a bath robe so we asked for it and they just kept one. We were two people."
 Golden Age Hotel, GO_P3_R17,Unknown Author,N/A,Positive,I appreciated the convenient location of the hotel.
 Golden Age Hotel, GO_P3_R17,Unknown Author,N/A,Negative,"The reception area was poorly lit, which gave a dark and unwelcoming vibe. Additionally, cold air entered the room, making it uncomfortable during my stay."
 Golden Age Hotel, GO_P3_R18,Unknown Author,N/A,Positive,"Location, cleanliness, facility, staff, service, all was way above my expectations, will only stay in this hotel in future 🙏 thank you so so much for your great hospitality"
 Golden Age Hotel, GO_P3_R18,Unknown Author,N/A,Negative,Nothing
 Golden Age Hotel, GO_P3_R19,Unknown Author,N/A,Positive,breakfast and location were good
 Golden Age Hotel, GO_P3_R19,Unknown Author,N/A,Negative,hotel price is higher than other places.
 Golden Age Hotel, GO_P3_R20,Unknown Author,N/A,Positive,Location
 Golden Age Hotel, GO_P3_R21,Unknown Author,N/A,Positive,Location
 Golden Age Hotel, GO_P3_R22,Unknown Author,N/A,Positive,Location
 Golden Age Hotel, GO_P3_R23,Unknown Author,N/A,Negative,"Terrible Experience - Room Issues and Unprofessional Staff
I want to share my disappointing experience at this hotel. To start, the room I was given was different from the one I had booked. The room was extremely noisy, with broken bathroom shelves, damaged window handles, and a thick layer of dust everywhere. I requested a thorough cleaning, but to my shock, the cleaner threw away all of my camera films. When I complained, they refused to take responsibility, which was incredibly frustrating and unprofessional.
The staff, in general, were highly unprofessional. I had to call 3-5 times just to get simple room service, like a cup of tea. The worst part of my stay was when, on multiple occasions, staff members entered my room early in the morning without permission. This happened even more frequently on my last day, to the point where I had to shout at them to leave my room. I have never experienced anything like this in any other hotel.
Overall, my stay was awful, and I did not enjoy it at all. I would not recommend this hotel to anyone."
 Golden Age Hotel, GO_P3_R24,Unknown Author,N/A,Positive,"The location is convenient and central for us close to restaurants and amenities and also close to trains and taxis easy to navigate for business and pleasure.
The room is spacious and lovely but really needs an update and a thorough spring clean. The tiles of the door have been broken since my stay in May, some light dont work, not enough cupboard space at all. Very outdated look for a Kings suite.
Breakfast is ample and the variety of dishes is incredible. As someone who has been visiting Istanbul for over 20 years for business it is one of the best hotel breakfasts by comparison to others in the same area which I have stayed at. My complaint is the staff are incredibly noisy and the breakfast room is designed in a very impractical and quite honestly chatic way. There are tables for 8-10 people and while i understand people travel together or as families I have never seen any one large family occupying such a space. There is a bottleneck at the stations of food. 
Swimming pool is lovely but again in need of updating towels and making sure the bar is stocked and professionally staffed.
Nida is lovely speaks wonderful english and attends to guests in a very professional manner. The rest of the staff bring the quality of the place down."
 Golden Age Hotel, GO_P3_R24,Unknown Author,N/A,Negative,"The reception staff have no etiquette are borderline rude, have no understanding in english at all. I dont expect them to speak every language but english is somewhat universal and all over the world is the primary language of communication, if one person comes from China and another from Italy they may find some sort of communication in English. Hotel staff who can only communicate in turkish is very difficult to maeuver in an international city.
The reception staff is also very rude and almost reluctant to assist with most requests.
Breakfast room extremely noisy badly laid out and chaotic partly due to guests all crammed in one end and noisy staff just throwing plates and cutlery into a trolley that 3 of them are pushing while speaking loudly and laughing away. Very unprofessional."
 Golden Age Hotel, GO_P3_R25,Unknown Author,N/A,Positive,Nothing
 Golden Age Hotel, GO_P3_R25,Unknown Author,N/A,Negative,They where rude they charged me twice but the booking get back my money thats why i love booking
 Golden Age Hotel, GO_P4_R1,Unknown Author,N/A,Positive,"Overall I had an amazing stay. The hotel is beautiful with a big attention to detail, the staff is very polite and helpful, the breakfast is rich and there is a person who can make your eggs however you want."
 Golden Age Hotel, GO_P4_R1,Unknown Author,N/A,Negative,"The standard rooms are very small, two people would have an issue staying together."
 Golden Age Hotel, GO_P4_R2,Unknown Author,N/A,Positive,"Erdi, kenan and Muhammed are the best! Great service"
 Golden Age Hotel, GO_P4_R3,Unknown Author,N/A,Positive,"The location
The variety of the breakfast"
 Golden Age Hotel, GO_P4_R3,Unknown Author,N/A,Negative,Nothing
 Golden Age Hotel, GO_P4_R4,Unknown Author,N/A,Positive,every think is prefect
 Golden Age Hotel, GO_P4_R5,Unknown Author,N/A,Positive,The staff and breakfast were nice
 Golden Age Hotel, GO_P4_R5,Unknown Author,N/A,Negative,My parent's room wasn't the same room I saw and booked. it was making me upset.
 Golden Age Hotel, GO_P4_R6,Unknown Author,N/A,Positive,"Nice property. Great location and friendly staff, ask about Melike she will help you with everything you want"
 Golden Age Hotel, GO_P4_R7,Unknown Author,N/A,Positive,I didn’t like anything
 Golden Age Hotel, GO_P4_R7,Unknown Author,N/A,Negative,The staff was not good
 Golden Age Hotel, GO_P4_R8,Unknown Author,N/A,Positive,The neighborhood was great. Close to taksim and many shops and restaurants.
 Golden Age Hotel, GO_P4_R8,Unknown Author,N/A,Negative,Behavior of the staff. Quality of the room was not so good.
 Golden Age Hotel, GO_P4_R9,Unknown Author,N/A,Positive,Location
 Golden Age Hotel, GO_P4_R9,Unknown Author,N/A,Negative,The staff are uncooperative and the hotel is old.
 Golden Age Hotel, GO_P4_R10,Unknown Author,N/A,Positive,That was very bad
 Golden Age Hotel, GO_P4_R10,Unknown Author,N/A,Negative,The service it was very bad was asked for example to change the phone inside the room for five days. Nothing happened and I was ask for sugar and water for the room for five hours after five hours. I get it before I get it I was by from outside
 Golden Age Hotel, GO_P4_R11,Unknown Author,N/A,Positive,"Nice location.
Despite of many guests in the hotel, the nights were very quiet."
 Golden Age Hotel, GO_P4_R11,Unknown Author,N/A,Negative,"I have never felt so ignored by someone like when I was checking at the hotel. The receptionist after giving me my passport back just started foung another things without giving me the keys and explaining where is the room, lift, breakfast time… Just 1-2 minutes later he said „my colleague is coming, he will take your luggage to the room”. That’s all. After 5 days spent in the hotel and observing how they treat me and also another guests, I have to recognize, that I have never met such a rude personel in a hotel. Doesn’t metter if it’s reception team or team serving the breakfast - all of them are always in bad mood and angry that you are in the hotel. 
During my whole stay same houskeeper was taking care of my room. She was very nice (once she even asked if everything was fine in the room and I dared to ask her for the towels which she forgot to put in the bathroom), but didn’t clean the room. Shower or toilet were dirty and not cleaned during my almost one week stay. I used slippers in the room and after 5 days they were just black from the dirtiness in the room.
The room was like on the photo’s, which is good, but little bit overpriced."
 Golden Age Hotel, GO_P4_R12,Unknown Author,N/A,Positive,The property is located in Taksim area with all facilities nearby. Rooms are clean and quite. Good for families. Staff are kind and helpful.
 Golden Age Hotel, GO_P4_R12,Unknown Author,N/A,Negative,All was good.
 Golden Age Hotel, GO_P4_R13,Unknown Author,N/A,Positive,"Really exceptional staff, and they're very helpful 
Special thanks to Muhamet and Erdi for their kindness and support"
 Golden Age Hotel, GO_P4_R14,Unknown Author,N/A,Positive,"The location is certainly central. The staff is exceptionally friendly, especially Burak was gentle and kind. The breakfast and the salad was prepared in proper manner. I can easily say, as a regular traveler, this was the best hotel experience I've ever had in this price range ."
 Golden Age Hotel, GO_P4_R14,Unknown Author,N/A,Negative,The entrance could be a bit cleaner but understandable since it was a rainy day.
 Golden Age Hotel, GO_P4_R15,Unknown Author,N/A,Positive,Evrtything
 Golden Age Hotel, GO_P4_R15,Unknown Author,N/A,Negative,Nothing
 Golden Age Hotel, GO_P4_R16,Unknown Author,N/A,Positive,"Location was perfect for our needs 
We were allocated our rooms as soon as we arrived at 10 AM which was really appreciated"
 Golden Age Hotel, GO_P4_R16,Unknown Author,N/A,Negative,Bar bit pricey
 Golden Age Hotel, GO_P4_R17,Unknown Author,N/A,Positive,Good
 Golden Age Hotel, GO_P4_R17,Unknown Author,N/A,Negative,Good
 Golden Age Hotel, GO_P4_R18,Unknown Author,N/A,Positive,Erdi samet Mehmet very good person
 Golden Age Hotel, GO_P4_R19,Unknown Author,N/A,Positive,Erdi samet Mehmet very good person
 Golden Age Hotel, GO_P4_R20,Unknown Author,N/A,Positive,Erdi samet Mehmet very good person
 Golden Age Hotel, GO_P4_R21,Unknown Author,N/A,Positive,The location was perfect
 Golden Age Hotel, GO_P4_R21,Unknown Author,N/A,Negative,"They gave me room in lower floor closed to restaurant , it was so noisy especially at night bcuz the window was overlooks the street."
 Golden Age Hotel, GO_P4_R22,Unknown Author,N/A,Positive,Erdi samet mehmet best
 Golden Age Hotel, GO_P4_R23,Unknown Author,N/A,Positive,Erdi samet mehmet best
 Golden Age Hotel, GO_P4_R24,Unknown Author,N/A,Positive,Erdi samet mehmet best
 Golden Age Hotel, GO_P4_R25,Unknown Author,N/A,Positive,Location
 Golden Age Hotel, GO_P4_R25,Unknown Author,N/A,Negative,Nothing
