Hotel_Name,Review_ID,Author,Date,Classification,Quote_Text
 The Marmara Pera, TH_P3_R9,Unknown Author,N/A,Positive,Excellent location really near to taksim square and amazing room view.
 The Marmara Pera, TH_P3_R10,Unknown Author,N/A,Positive,Fantastic
 The Marmara Pera, TH_P3_R10,Unknown Author,N/A,Negative,Location and Views
 The Marmara Pera, TH_P3_R11,Unknown Author,N/A,Positive,Location is very close to taksim Square
 The Marmara Pera, TH_P3_R11,Unknown Author,N/A,Negative,Unclean bathrooms
 The Marmara Pera, TH_P3_R12,Unknown Author,N/A,Positive,Top location ! Beautiful views out from room & at the rooftop by day & night ! Great breakfast ! Good service !
 The Marmara Pera, TH_P3_R13,Unknown Author,N/A,Positive,"The staff was very nice, especially Karam who was very helpful."
 The Marmara Pera, TH_P3_R13,Unknown Author,N/A,Negative,Kinda expensive
 The Marmara Pera, TH_P3_R14,Unknown Author,N/A,Positive,Modern
 The Marmara Pera, TH_P3_R14,Unknown Author,N/A,Negative,Nil
 The Marmara Pera, TH_P3_R15,Unknown Author,N/A,Negative,"1) They didn’t change the sheets even when we put the paper on bed (the paper we put on bed in case we need to change the sheets)
2) The breakfast would be better if it included more types of cheese"
 The Marmara Pera, TH_P3_R16,Unknown Author,N/A,Positive,"Location, amazing breakfast ❤️"
 The Marmara Pera, TH_P3_R16,Unknown Author,N/A,Negative,"Bad view, paid for 3 persons, had everything for 2 persons only, changed the room and there even wasn’t a bed for 3rd person, awful swimming pool area, dirty pool."
 The Marmara Pera, TH_P3_R17,Unknown Author,N/A,Positive,"Extraordinary views from the rooftop, which has a great pool and in the evenings a spectacular but expensive bar."
 The Marmara Pera, TH_P3_R17,Unknown Author,N/A,Negative,Daytime food so-so
 The Marmara Pera, TH_P3_R18,Unknown Author,N/A,Positive,"Loved the room, the view, the breakfast, the location, and the air conditioning. The rooftop view and pool was also really nice. Overall a great stay in Istanbul."
 The Marmara Pera, TH_P3_R18,Unknown Author,N/A,Negative,"I was confused by the cost of breakfast. Originally the staff said it would be cheaper if I paid ahead of time, but it was actually less expensive than their quoted rate when I bought it that morning. Either way it was delicious and affordable! They also called me a taxi that completely overcharged me for going to the airport. If I knew that was going to happen, I would have called my own Uber or Bitaksi. I wouldn't trust the taxis next to the hotel."
 The Marmara Pera, TH_P3_R19,Unknown Author,N/A,Positive,It’s good regarding the view
 The Marmara Pera, TH_P3_R19,Unknown Author,N/A,Negative,It’s little bit outdated
 The Marmara Pera, TH_P3_R20,Unknown Author,N/A,Positive,Great location
 The Marmara Pera, TH_P3_R20,Unknown Author,N/A,Negative,Pool could be open later
 The Marmara Pera, TH_P3_R21,Unknown Author,N/A,Negative,House keeping came at 9am every morning
 The Marmara Pera, TH_P3_R22,Unknown Author,N/A,Positive,"Location, services, swimming pool, cleannes."
 The Marmara Pera, TH_P3_R22,Unknown Author,N/A,Negative,"When I tried to extend my accomodation they asked for more money, so we moved to another hotel."
 The Marmara Pera, TH_P3_R23,Unknown Author,N/A,Positive,"The service of the receptionist Muhammet. He made us feel welcomed and was throughout our whole stay, very friendly and accommodating! He took good care uf us."
 The Marmara Pera, TH_P3_R23,Unknown Author,N/A,Negative,"The bathrooms need some renovations because there were some things broken. In the 1 room the shower handle was leaking water, luckly were able to change room. But then in the second room the handle of the shower was broken."
 The Marmara Pera, TH_P3_R24,Unknown Author,N/A,Positive,The location was very close to a lot of restaurants and the cityview is beautiful. There was a big breakfast option
 The Marmara Pera, TH_P3_R24,Unknown Author,N/A,Negative,The broken shower head but luckly got to change room but also in that was an issue with the shower. Some stuff are very judgy even though its a international hotel.
 The Marmara Pera, TH_P3_R25,Unknown Author,N/A,Positive,location!!! rooftop bar!!!
 The Marmara Pera, TH_P3_R25,Unknown Author,N/A,Negative,"needs updating a bit, but still a great hotel for a base in Istanbul"
 The Marmara Pera, TH_P4_R1,Unknown Author,N/A,Positive,"We had a very pleasant stay at this hotel! The staff were always friendly and helpful, and the room was clean and comfortable. The location is great, very nice view and the breakfast offered a nice variety.
Overall, it was a very good experience, and I would be happy to stay here again."
 The Marmara Pera, TH_P4_R1,Unknown Author,N/A,Negative,"The only small suggestion would be to modernize the bathroom, as it felt a little outdated and the toilet water system and flush toilet did not always work properly."
 The Marmara Pera, TH_P4_R2,Unknown Author,N/A,Positive,Brilliant location
 The Marmara Pera, TH_P4_R2,Unknown Author,N/A,Negative,Rooms dated
 The Marmara Pera, TH_P4_R3,Unknown Author,N/A,Positive,"Location close to landmarks , Asian side and restaurants and main European side high street"
 The Marmara Pera, TH_P4_R3,Unknown Author,N/A,Negative,"Nightclub blaring music until early morning hours every night waking you up or making it impossible to get to sleep
Really old decor - worn out. Particularly poor in bathroom - dirty old looking grouting and ceramics . Never seen an en-suite SOOOO small - you couldn’t fit in there if bigger than 80 kilos 
Staff really variable . The manager on reception was so welcoming and grumpy - same checked us out and not any niceties or have a safe journey . The trainees and juniors made a real effort and breakfast staff were lovely."
 The Marmara Pera, TH_P4_R4,Unknown Author,N/A,Positive,Everything the stuff and the swimming pool the bar the gym restaurant all was amazing
 The Marmara Pera, TH_P4_R4,Unknown Author,N/A,Negative,N/A
 The Marmara Pera, TH_P4_R5,Unknown Author,N/A,Positive,"View, cleaning, breakfast"
 The Marmara Pera, TH_P4_R6,Unknown Author,N/A,Positive,The view was amazing and also the food was delicious.
 The Marmara Pera, TH_P4_R7,Unknown Author,N/A,Positive,Ac not workin so slow
 The Marmara Pera, TH_P4_R7,Unknown Author,N/A,Negative,Ac
 The Marmara Pera, TH_P4_R8,Unknown Author,N/A,Positive,Amazing
 The Marmara Pera, TH_P4_R9,Unknown Author,N/A,Positive,"Great Location
The location of the hotel was excellent – very central and close to many popular tourist attractions. It’s just a short walk to Istiklal Street, which offers plenty of shopping and a lively atmosphere. The Beyoğlu district is charming, and Galata and other interesting areas are also nearby. Taksim Square is only about a 10-minute walk away."
 The Marmara Pera, TH_P4_R9,Unknown Author,N/A,Negative,"the service at the hotel was disappointing. The staff were not helpful or friendly, and the beds were extremely hard and uncomfortable. We were also very disappointed with the rooftop pool. The pool itself was quite small, and there were very few sun loungers available. Many guests would leave their towels or personal items – like shoes or bags – on the chairs for hours without actually using them. As a result, it was nearly impossible to find a free lounger. Even though we stayed for nine days, we were never able to find a spot to relax by the pool."
 The Marmara Pera, TH_P4_R10,Unknown Author,N/A,Positive,"Fantastic facilities, great location, friendly staff, breathtaking views to the city."
 The Marmara Pera, TH_P4_R10,Unknown Author,N/A,Negative,That my girl did not join !
 The Marmara Pera, TH_P4_R11,Unknown Author,N/A,Positive,The location of this property is fantastic and the city view are wonderful
 The Marmara Pera, TH_P4_R11,Unknown Author,N/A,Negative,"The rooms are badly designed when you have a child with you - they shouldn’t offer it as an option. To have the bed blocking the wardrobe & stuff the side tables under the desk as a solution to fitting everything in is pretty silly.
The pool is freezing (even on a 30 degree day it’s too cold).
The info about the hotel is confusing, everyone tells you different opening & closing times for the breakfast/pool etc.
The gym is basic even for a small hotel gym."
 The Marmara Pera, TH_P4_R12,Unknown Author,N/A,Positive,"The Suite, the incredible view"
 The Marmara Pera, TH_P4_R13,Unknown Author,N/A,Positive,The view is amazing . Loved everything about the suite.
 The Marmara Pera, TH_P4_R14,Unknown Author,N/A,Positive,"The hotel is in a great location for sight seeing.
The hotel staff were amazing they couldn’t do enough for us.
Excellent room and really comfortable bed. Would 100% recommend staying there."
 The Marmara Pera, TH_P4_R14,Unknown Author,N/A,Negative,"Good location near Gala-tower.
Clean comfortable room.
Great rooftop bar and restaurant.
Staff bent over backwards for us.
Excellent value for a city centre."
 The Marmara Pera, TH_P4_R15,Unknown Author,N/A,Positive,It was in a central location and near lots of good restaurants
 The Marmara Pera, TH_P4_R15,Unknown Author,N/A,Negative,"It was very basic and tired in decor for the price. 
The room stank of cigarettes"
 The Marmara Pera, TH_P4_R16,Unknown Author,N/A,Positive,Breakfast was ok and the location.
 The Marmara Pera, TH_P4_R16,Unknown Author,N/A,Negative,We HD a terrible problema with our room and they did not give us a solution. Since the beginning the bathroom smell was awful and it got into the room. They did not solve it neither change us to another room. The staff was disrespectful  and not helpful
 The Marmara Pera, TH_P4_R17,Unknown Author,N/A,Positive,"Good location. Good views. Staff service was uneven, with the exception of the reservations team. They were great."
 The Marmara Pera, TH_P4_R17,Unknown Author,N/A,Negative,Hotel is not top notch. A bit old. Gets loud on weekends/holidays. No fitness center. It’s just a small crammed room with some basic cardio machines and dumbbells.
 The Marmara Pera, TH_P4_R18,Unknown Author,N/A,Positive,It needs to be refurbished from top to bottom
 The Marmara Pera, TH_P4_R19,Unknown Author,N/A,Positive,"Loved staying at this hotel - it is welcoming , clean and perfectly located. I will certainly return to stay here when I visit Istanbul next"
 The Marmara Pera, TH_P4_R20,Unknown Author,N/A,Positive,The staff was amazing. I kindly asked them for a room with a good view and they gave me an amazing room. I could not imagine a better one.
 The Marmara Pera, TH_P4_R20,Unknown Author,N/A,Negative,The view was amazing and it was in a very good location. also the staff was very nice to us.
 The Marmara Pera, TH_P4_R21,Unknown Author,N/A,Negative,"They accused us of breaking something in the room, but it turned out that we didn’t."
 The Marmara Pera, TH_P4_R22,Unknown Author,N/A,Positive,Everything was perfect!
 The Marmara Pera, TH_P4_R22,Unknown Author,N/A,Negative,There wasn't brush for the toilet in the bathroom haha.
 The Marmara Pera, TH_P4_R23,Unknown Author,N/A,Positive,Property looks nice but it’s in a populated area . Heard music all night loud . And if you coming in the winter and like to sleep cool recommend to pick another hotel . They can only do heat in winter and cold on summer
 The Marmara Pera, TH_P4_R23,Unknown Author,N/A,Negative,Loud at night time and can smell a lot of cigarettes smoke
 The Marmara Pera, TH_P4_R24,Unknown Author,N/A,Positive,Beautiful hotel with exceptional views. The staff were incredibly helpful and the Jazz club was really good. Next visit I want to get as far as the restaurant. Their Hamman was newly renovated and having a car to take me and bring me back allowed me to really relax and enjoy every moment.
 The Marmara Pera, TH_P4_R24,Unknown Author,N/A,Negative,"I would like to return when the pool is open, I would love to see the view from there"
 The Marmara Pera, TH_P4_R25,Unknown Author,N/A,Positive,Everything
 The Marmara Pera, TH_P4_R25,Unknown Author,N/A,Negative,Bathtub the water was floating
 The Marmara Pera, TH_P5_R1,Unknown Author,N/A,Positive,The area
 The Marmara Pera, TH_P5_R1,Unknown Author,N/A,Negative,"Staff very rude no one helped me with the luggage although I am pregnant with 2 children, breakfast real bad with limited variety"
 The Marmara Pera, TH_P5_R2,Unknown Author,N/A,Positive,Amazing placd
 The Marmara Pera, TH_P5_R3,Unknown Author,N/A,Positive,The location is great but the concierge misguided and sent us on a 400 lira trip to a bazaar which was closed even though we asked 3 times is it going to be open even though it was the 3rd day of the religious holiday. They said yes yes we checked its open
 The Marmara Pera, TH_P5_R3,Unknown Author,N/A,Negative,"No one understands English. U call the reception for basic things they tell u come and talk to us downstairs in person. 
The bell boy was extremely rude when asking him a simple question on who will open the safe
The rooms were never cleaned, the curtains falling off the hooks when u try to close them
 The house cleaning staff left 3 dusting clothes in the room 
The bedsheets were dirty had to ask them to change them even then she tried to put the same ones on the bed had to get the room cleaned while standing there
Will never recommend to anyone it is not worth the money Donzetti Plazzo and Rixos Pera are way better options than this hotel"
 The Marmara Pera, TH_P5_R4,Unknown Author,N/A,Positive,Great hotel
 The Marmara Pera, TH_P5_R5,Unknown Author,N/A,Positive,"Breakfast was great, staff were super helpful and courteous. Their shampoo and conditioner were of great quality and we enjoyed a wonderful sea / city view. Banging sunsets on the rooftop. Cool cocktail menu too."
 The Marmara Pera, TH_P5_R5,Unknown Author,N/A,Negative,"TV didn't really work and very grainy. Could do with a TV upgrade. Everything on the TV looked like it was from the 90s but it was from the present day!
The gym was a bit sad."
 The Marmara Pera, TH_P5_R6,Unknown Author,N/A,Positive,"Room, Location, view, staff and jazz was amazing."
 The Marmara Pera, TH_P5_R6,Unknown Author,N/A,Negative,Cost of stay is bit high
 The Marmara Pera, TH_P5_R7,Unknown Author,N/A,Positive,"Perfect hotel for its money. Very good location close to Istiklal street and other sightseeings. Wonderful breakfast. Very helpful staff. Especially would like to point out Okan bey from reception, who did his best to help me during my stay. Also would like to mention live music on saturday night in the lobby restaurant. Very good quality brazilian bosanova!"
 The Marmara Pera, TH_P5_R8,Unknown Author,N/A,Positive,The view from the window
 The Marmara Pera, TH_P5_R8,Unknown Author,N/A,Negative,Cleaning staff Sunday morning chatting in front of the door so we had to wake up. The room had a bad smell coming from the toilet
 The Marmara Pera, TH_P5_R9,Unknown Author,N/A,Positive,Location
 The Marmara Pera, TH_P5_R9,Unknown Author,N/A,Negative,Rooms size
 The Marmara Pera, TH_P5_R10,Unknown Author,N/A,Positive,The location of the hotel is perfect! The team is so lovely and supportive! The room was super clean. Everything was really perfect.
 The Marmara Pera, TH_P5_R10,Unknown Author,N/A,Negative,Nothing at all!! Everything was really perfect!!
 The Marmara Pera, TH_P5_R11,Unknown Author,N/A,Positive,JUST THE LOCATION WAS AND AND ROOM WAS CLEAN.
 The Marmara Pera, TH_P5_R11,Unknown Author,N/A,Negative,The price first they charge as per booking.com then after check out they charged extra money £78. Without letting us know. They make you fool inside room there is a refrigerator and the stuff was there and if you use that is totally extra charge its was not included in the description. This is unfair.
 The Marmara Pera, TH_P5_R12,Unknown Author,N/A,Positive,"In general I was left satisfied with the hotel and what it had to offer. Location wise is very handy since it is close to lots of amenities and the market and therefore you are 5 minutes away from everything, Would definitely pick again a room on a high floor with a sea view so that you can enjoy the panoramic view."
 The Marmara Pera, TH_P5_R12,Unknown Author,N/A,Negative,"There is a reason I haven't graded very highly 3 categories a) staff, b) cleanliness and c) value for money.
A) Staff: Everyone was really accommodating and helpful and had not problem whatsoever, However, there is one lady cook in the breakfast area who really needs to attend Charm school and take some classes.....Apart from the fact that you could easily see that she doesn't like her job at all (!) she also made some comments in turkish on a couple of questions I made..... this is definitely not appropriate and hopefully someone from the hotel attends this issue (I wasn't the only one who witnessed here 'bitter' looks while she was serving people), I can offer more info to the hotel in case they need some in terms of what dates she was working at the kitchen so that it is easier for them to have a word with her. 
B) Cleanliness: For some reason the room's cleanliness was differing from day to day in terms that although they were always changing towels, sheets, etc, they weren't equally cleaning the room on some spots which was quite strange. (spots cleaned in one day, the next one they were left as they were)
C) Value for money: There is a reason the hotel's grading went from 8.1 back in 2020 (if I remember the sign well) to 7.7 this year. I have heard from people who attended the hotel for many years - and who recommended it to me - that services have a bit deteriorated and especially on the breakfast section. The buffet used to me much more richer and diversified and nowadays is just another above medium buffet."
 The Marmara Pera, TH_P5_R13,Unknown Author,N/A,Positive,"I liked the location and the staff, who were quite kind and generous"
 The Marmara Pera, TH_P5_R13,Unknown Author,N/A,Negative,Probably there could be a slightly richer breakfast buffet
 The Marmara Pera, TH_P5_R14,Unknown Author,N/A,Positive,"Neat, clean , big and comfy bed . Room size was pretty good as compared to other hotels . The windows were a treat for eyes . Such spectacular views of city and sea. I really enjoyed it and will definitely stay again here . The reception and all the staff members were very nice . Thanks to Okan , Ramazan and Muhammad for giving good customer service."
 The Marmara Pera, TH_P5_R14,Unknown Author,N/A,Negative,Bathrobe was missing but I Donot need it so no worries
 The Marmara Pera, TH_P5_R15,Unknown Author,N/A,Positive,The location
 The Marmara Pera, TH_P5_R15,Unknown Author,N/A,Negative,The room and facilities
 The Marmara Pera, TH_P5_R16,Unknown Author,N/A,Positive,The views from our room.
 The Marmara Pera, TH_P5_R16,Unknown Author,N/A,Negative,"Very noisy rooms  -  old window frames with no sound insulation with music from nearby roof top disco was very loud. The staff lied to us that the disco was a one off. We suffered it again that night. When, the next day they finally moved us to another room the noise of the wind whistling through the window frames was horrendous. They eventually moved us to their smarter hotel at Taksim Square. We enjoyed our stay there."
 The Marmara Pera, TH_P5_R17,Unknown Author,N/A,Positive,Amazing service and staff with lovely view and thx for Ms kadir its very helping men see u soon
 The Marmara Pera, TH_P5_R18,Unknown Author,N/A,Positive,Nothing the were rude just the location was good
 The Marmara Pera, TH_P5_R18,Unknown Author,N/A,Negative,The reception stole money from me and also the deduct twice from my bank account.
 The Marmara Pera, TH_P5_R19,Unknown Author,N/A,Positive,It was the second time to Marmara Pera. Everything was perfect. We travel as a family and we felt very safe. Staff was so kind and helpful. Thank you for everything
 The Marmara Pera, TH_P5_R20,Unknown Author,N/A,Positive,Good organized
 The Marmara Pera, TH_P5_R20,Unknown Author,N/A,Negative,Nothing
 The Marmara Pera, TH_P5_R21,Unknown Author,N/A,Positive,The location and the view
 The Marmara Pera, TH_P5_R21,Unknown Author,N/A,Negative,"The smell, it smelled very nasty like toilet in the whole room."
 The Marmara Pera, TH_P5_R22,Unknown Author,N/A,Positive,Nice location
 The Marmara Pera, TH_P5_R23,Unknown Author,N/A,Positive,Not good
 The Marmara Pera, TH_P5_R23,Unknown Author,N/A,Negative,"The hotel rooms are unclean, most of them smoke and have unpleasant odors"
 The Marmara Pera, TH_P5_R24,Unknown Author,N/A,Negative,"the unprofessional behavior of the Night Duty Manager at this hotel . During my visit on the 11th November the Night Duty Manager insulted me and accused me of carrying a bomb without any basis.
This behavior is not only unacceptable but also highly offensive. As a customer of your establishment, I expect to be treated with respect and dignity. The way I was treated by the Night Duty Manager was completely unprofessional, and it left me feeling humiliated and embarrassed. I had been a regular customer for the past 10 years! But never again"
 The Marmara Pera, TH_P5_R25,Unknown Author,N/A,Positive,location is close to train staton and walking distance to Istiklal and Galata tower . room is pleasant the VIEW is gorgeous!
 The Marmara Pera, TH_P5_R25,Unknown Author,N/A,Negative,the staff at the front counter really do not know how to treat their guests. They are usually all male and not very friendly or helpful at all. they can really benefit from some hospitable training on how to look after guests needs in a more kind manner.
 The Marmara Pera, TH_P6_R1,Unknown Author,N/A,Positive,"One of the best hotel I've ever stayed in. Breathtaking room view, breathtaking view from the top with the pool. From the pool you watch directly to the Galata tower. Amazinggg! Bed is so comfortable. WOW! Breakfast was perfect and staff are very kind and helpful people. It is located very near Taksim and you have a metro station literally 3 minutes from the hotel and tram station 5-6 minutes from the hotel. All recommendations for everyone. BEST HOTEL! ❤️❤️❤️"
 The Marmara Pera, TH_P6_R2,Unknown Author,N/A,Positive,wonderful staff
 The Marmara Pera, TH_P6_R3,Unknown Author,N/A,Positive,position
 The Marmara Pera, TH_P6_R3,Unknown Author,N/A,Negative,dinner
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R1,Unknown Author,N/A,Positive,"Very good breakfast with plenty of food variaty 
Reception - prompt and nice, very professional staff"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R1,Unknown Author,N/A,Negative,"Room ventilation could be improved, was a bit noisy and felt cold during sleep"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R2,Unknown Author,N/A,Positive,"Great location, great hotel"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R3,Unknown Author,N/A,Positive,Great location for a city trip in a cozy area full of bars and restaurants and close to metro and ferry
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R3,Unknown Author,N/A,Negative,"Upon entering the room for the first time the temperature was over 30 degrees, uncomfortably hot. Not exactly what you're looking for after a long journey and took a long time to get it down"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R4,Unknown Author,N/A,Positive,"We stayed for one night, we were upgraded to a room with a beautiful view and with jacuzzi. It was a very nice gesture"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R5,Unknown Author,N/A,Positive,Great location close to Kadikoy bazaar and ferry terminals. Amazing view of the historic peninsula and Marmara sea. Friendly staff.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R6,Unknown Author,N/A,Positive,Staff was good and helpfull.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R7,Unknown Author,N/A,Positive,"Hotel staff are accommodating, polite and helpful"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R7,Unknown Author,N/A,Negative,Nothing
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R8,Unknown Author,N/A,Positive,"Location is great. Close to a beautiful area full of restaurants, bars and shopping. Most local based. Breakfast is really good with a lot of options. Staff is friendly and helpful"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R8,Unknown Author,N/A,Negative,"Our stay was for 4 days, and in two days we had to ask to clean the room because it was not done at the time we arrived. Also the refill of soap and towels was missed few times. This should not happen in a hotel with 5 stars."
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R9,Unknown Author,N/A,Positive,I like the location of the hotel. Very convenient to the ferry and the shopping area.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R9,Unknown Author,N/A,Negative,Some of the lights in the room was not working. Some of the toiletries are not in the toilet unless you call housekeeping for the items. The swivel chair cannot bring lower thus very hard to sit on.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R10,Unknown Author,N/A,Positive,"Great location, amazing views from the room. Staff were extremely helpful and friendly"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R10,Unknown Author,N/A,Negative,The room we had was an inter leading room and we could hear EVERYTHING from our neighbours. I’m sure that this is fixable
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R11,Unknown Author,N/A,Positive,The location was great. The staff was also very kind. The bed was very comfortable and the rooms were big enough.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R11,Unknown Author,N/A,Negative,"Sometimes it could be a bit more noisy. It was not a problem for me, but my wife had more issues with the noises of the street."
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R12,Unknown Author,N/A,Positive,"Good location , good breakfast, good hospitality , thanks Double tree staff for this wonderful stay"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R13,Unknown Author,N/A,Positive,Location
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R13,Unknown Author,N/A,Negative,Small room.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R14,Unknown Author,N/A,Positive,"Nice room
hotel has a good location
pool/spa"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R14,Unknown Author,N/A,Negative,"Window facade has bad noise insulation -- you can hear everything from the nearby harbor (including horns)
AC didn't work reliably (didn't switch off)
Breakfast nice but highly overpriced
Staff (not very flexible and at times language barrier)
Would be nice to have some water dispenser (though they do give you a small water bottle)"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R15,Unknown Author,N/A,Positive,The breakfast buffet is great with a lot of options. The chef is outstanding and personable. Staff has been very responsive to our needs and kind. The location is great and close to attractions and ports. Great views from the room. Facilities are clean with good amenities.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R15,Unknown Author,N/A,Negative,Air conditioning is weak and does not cool down the room to the set temperature at night
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R16,Unknown Author,N/A,Positive,"Room, view excellent - full facilities but internet has to be paid for. Restaurants uninspiring - fixation on doing everything by QR code seriously annoying"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R16,Unknown Author,N/A,Negative,Proliferation of QR codes - would put me off returning plus having to pay for internet
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R17,Unknown Author,N/A,Positive,Staff are good for receptionists including bell side .
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R17,Unknown Author,N/A,Negative,"I booked seaside but they gave me 2nd floor which show a little sea but more parking lot.. in addition Booking 
.com show 30m2 while agoda show same room as 25m2 with cheaper price. I WANT TO CLARIFY THIS MATTER."
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R18,Unknown Author,N/A,Positive,"Location, breakfast, service"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R19,Unknown Author,N/A,Negative,The mini bar in the room was fully empty...Also there was a wedding during our stay and it was a bit noisy
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R20,Unknown Author,N/A,Positive,"- great and convenient location close to Kadikoy station
- spacious room
- clean
- good breakfast
- everything was smooth"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R20,Unknown Author,N/A,Negative,"- too loud AC, I didn't figure it out how to turn it off"
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R21,Unknown Author,N/A,Negative,"Bed was a bit hard, and wifi was slow."
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R22,Unknown Author,N/A,Positive,"Location
Sea view of the room
Close to metro, boats etc."
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R23,Unknown Author,N/A,Positive,"Location is amazing, people are great, rooftop view is a must see."
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R23,Unknown Author,N/A,Negative,Room was just a bit small.
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R24,Unknown Author,N/A,Positive,Service was great
 DoubleTree by Hilton Istanbul - Moda, DO_P1_R24,Unknown Author,N/A,Negative,"We had a room with a joint door to the next room, we could hear everything there. It was too loud at night."
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R1,Unknown Author,N/A,Positive,Very good accessable to public transport
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R1,Unknown Author,N/A,Negative,Very good place
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R2,Unknown Author,N/A,Positive,"We liked the area, Moda is a modern area full of shops, restaurants and bars full of people. 
You can buy a card and  use any public transportation to go to the old city or to Taksim.. Don't use taxi, they will rip you off."
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R2,Unknown Author,N/A,Negative,The room we stayed (18m2) it was smaller than the one we booked (25m2).
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R3,Unknown Author,N/A,Positive,"Comfy, clean room. Good views. Excellent location in Kadikoy, nearby public transport. Great variety of food at breakfast. Okay hotel gym with the basics. Enjoyed the spa facilities."
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R3,Unknown Author,N/A,Negative,"Bathroom is outdated. Bathroom and bedroom are separated by glass, with a curtain. So you'll notice the bathroom lights are on, which isn't ideal if someone is trying to sleep."
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R4,Unknown Author,N/A,Positive,Good hotel
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R4,Unknown Author,N/A,Negative,Staff
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R5,Unknown Author,N/A,Positive,"Location, view"
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R5,Unknown Author,N/A,Negative,room lightning
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R6,Unknown Author,N/A,Positive,Modern and luxurious
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R6,Unknown Author,N/A,Negative,Nothing
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R7,Unknown Author,N/A,Positive,"Location, breakfast, cleanliness, staff"
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R7,Unknown Author,N/A,Negative,Room was small
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R8,Unknown Author,N/A,Positive,"The Doubletree in Kadıköy exceeded my expectations. Arriving late at SAW, I could practically take the metro to the property's front door. I knew about that going in. But when I walked up to building, I was surprised by the hotel's upscale look and feel. I had expected the adequate but bland kind of Doubletree one often finds in the US. This hotel was quite a bit fancier. Certainly not a Kempinski but better than your average Marriott. Key measures of quality -- cleanliness, comfort, and service -- followed suit. As did an excellent dinner on the top floor, with a stunning view of the Bosporus. A great place to stay."
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R8,Unknown Author,N/A,Negative,"The gym, which is in the basement, didn't measure up to reviews. My biggest gripe was the  enormous TV in my room, which was positioned at the foot the bed, where it effectively cut the space in half. Quite the opposite of feng shui."
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R9,Unknown Author,N/A,Positive,The mattress and the pillow.
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R9,Unknown Author,N/A,Negative,Small room. Shown bigger on website.
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R10,Unknown Author,N/A,Positive,Location
 DoubleTree by Hilton Istanbul - Moda, DO_P2_R10,Unknown Author,N/A,Negative,Bed comfort could have been better in terms of the pillows
